title,dates,start,end,span,description,people,doctype,publisher,keywords,locations,filetype,item-id,source,type,format,rights,language,link,cdmid
Bicentennial: Newsletter Folder,5/1/1974 - 12/31/1976,5/1/1974,12/31/1976,1974-1976,204 pages of subject files containing and related to Bicentennial: Newsletter,,,Region Ten Bicentennial Review; Northwest Regional Office American Revolution Bicentennial Administration publication;,Region Ten; Bicentennial Review; Idaho Bicentennial Commission;,"Boise, ID;",Subject Files,Bicentennial-Newsletter,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/457,457
"Cabarton, Idaho Folder",8/1/1977 - 10/31/1997,8/1/1977,10/31/1997,1977-1997,"7 pages of subject files containing and related to Cabarton, Idaho","Barton, C. A.",Written History;,High Country News; The Star-News;,Chute Logging; Boise Payette Lumber Company;,"Cabarton, ID;",Subject Files,Cabarton_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/458,458
Bicentennial: Quips UPI KMCL Folder,2/1/1776 - 5/1/1777,1776-02-01,1777-05-01,1776-1777,100 pages of subject files containing and related to Bicentennial: Quips UPI KMCL,,Written History;,United Press International;,Military; Bicentennial; Quips;,0,Subject Files,Bicentennial-Quips_UPI_KMCL,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/459,459
"Cambridge, Idaho Folder",4/7/1996 - 4/7/1996,4/7/1996,4/7/1996,1996-1996,"4 pages of subject files containing and related to Cambridge, Idaho",,,Idaho Statesman;,Railroads; Idaho Northern Pacific Railroad; Hells Canyon;,"Cambridge, ID; Adams County; Salubria, Idaho; Hells Canyon;",Subject Files,Cambridge_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/460,460
cancer companions Folder,12/31/2015 - 12/31/2015,12/31/2015,12/31/2015,2015-2015,1 pages of subject files containing and related to cancer companions,,,The Star-News;,Cancer Support Group; Survivors; Care-givers;,"McCall, ID;",Subject Files,cancer_companions,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/461,461
Cascade Lake Folder,9/28/1993 - 6/12/2014,9/28/1993,6/12/2014,1993-2014,142 pages of subject files containing and related to Cascade Lake,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Reservoir; Fishing; Dam;,"Cascade, ID; Cascade Lake, ID;",Subject Files,Cascade_Lake,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/462,462
"Cascade, Idaho III Folder",1/1/2013 - 6/30/2014,1/1/2013,6/30/2014,2013-2014,"189 pages of subject files containing and related to Cascade, Idaho III","Carter, Dick (Mayor)",,The Star-News;,Cascade City Council; Kelly&apos;s Whitewater Park; Roxy Theater; Cascade Golf Course; Cascade Golf Course;,"Cascade, ID; Valley County;",Subject Files,Cascade_Idaho_III,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/463,463
"Cascade, Idaho IV Folder",7/1/2014 - 12/31/2015,7/1/2014,12/31/2015,2014-2015,"186 pages of subject files containing and related to Cascade, Idaho IV","Carter, Dick (Mayor)",,The Star-News;,Cascade City Council; Kelly&apos;s Whitewater Park; Roxy Theater; Cascade Golf Course; Cascade Golf Course;,"Cascade, ID; Valley County;",Subject Files,Cascade_Idaho_IV,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/464,464
"Cascade, Idaho V Folder",1/1/2016 - 4/13/2017,1/1/2016,4/13/2017,2016-2017,"118 pages of subject files containing and related to Cascade, Idaho V",Principal Diana Wold,,The Star-News;,Cascade Medical Center; Cascade School District; Cascade Sports Park; Cascade asphalt plant plans; Kelly&apos;s Whitewater Park;,"Cascade, ID; Valley County;",Subject Files,Cascade_Idaho_V,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/465,465
Cattle Folder,1/10/1977 - 1/10/1977,1/10/1977,1/10/1977,1977-1977,9 pages of subject files containing and related to Cattle,"Campbell, Albert and Grace; Campbell, Charles and Caroline;",,High Country News; Idaho Statesman;,Cattle Brands; Circle c ranch; cowboys;,"Owyhee, ID; White Bird, ID;",Subject Files,Cattle,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/466,466
Census: Boise and Valley County Folder,1/1/1910 - 2/2/1996,1/1/1910,2/2/1996,1910-1996,180 pages of subject files containing and related to Census: Boise and Valley County,,Census Data;,Valley County; Boise County;,"1920 Valley County Census Surname Index; Valley County, Idaho Index from the 1920 Federal Population census; 1910 Census Boise County; Early Pioneers in Valley County, 1870-1920",Boise County; Valley County;,Subject Files,Census-Boise_and_Valley_County,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/467,467
"Center, Idaho Folder",7/23/1889 - 1/1/1978,1889-07-23,1/1/1978,1889-1978,"1 pages of subject files containing and related to Center, Idaho","Gleason, Barney; Chesney Keeney;",,,Chesney Keeney ranch;,"Center, ID;",Subject Files,Center_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/468,468
Central District Health Folder,4/4/2013 - 4/4/2013,4/4/2013,4/4/2013,2013-2013,1 pages of subject files containing and related to Central District Health,"Eld, Frank",,The Star-News;,State Public Health Agency Serving Counties;,Valley County,Subject Files,Central_District_Health,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/469,469
Central Idaho Museum Folder,7/9/1992 - 6/11/2015,7/9/1992,6/11/2015,1992-2015,17 pages of subject files containing and related to Central Idaho Museum,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Timber Museum; Southern Idaho Timber Protective Association (SITPA); Central Idaho Interpretive Museum; Idaho Heritage Trust;,"McCall, ID;",Subject Files,Central_Idaho_Museum,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/470,470
Challis National Forest Folder,10/1/2009 - 6/18/2012,10/1/2009,6/18/2012,2009-2012,8 pages of subject files containing and related to Challis National Forest,,Written History;,USDA Forest Service publication;,Challis National Forest; Civilian Conservation Corps (CCC);,Challis National Forest;,Subject Files,Challis_National_Forest,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/471,471
Charlie&apos;s Garden Folder,7/28/1968 - 7/28/1968,7/28/1968,7/28/1968,1968-1968,6 pages of subject files containing and related to Charlie&apos;s Garden,"Davidson, Charlie",,Idaho Statesman;,Garden; Sylvan Beach;,"McCall, ID; Payette Lake, ID;",Subject Files,Charlie&apos;s_Garden,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/472,472
Chinese in Idaho Folder,1/1/1881 - 8/13/2002,1881-01-01,8/13/2002,1881-2002,49 pages of subject files containing and related to Chinese in Idaho,"Bemis, Polly",,Idaho Statesman;,Chinese; Oriental community; Chinese Masonic Temple; joss houses; Chinese miners; opium; Boise Basin mining camps;,"Warren, ID;",Subject Files,Chinese_in_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/473,473
Camps: McCall Folder,9/2/1985 - 5/28/1999,9/2/1985,5/28/1999,1985-1999,5 pages of subject files containing and related to Camps: McCall,,,Idaho Statesman;,Camp Rainbow Gold; YMCA Camp;,"McCall, ID;",Subject Files,Camps-McCall,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/474,474
Church Camps Folder,5/19/1979 - 8/15/1981,5/19/1979,8/15/1981,1979-1981,7 pages of subject files containing and related to Church Camps,,Church camp news articles;,,Camps; Church; Idaho Church Camps; Summer Camps; DayStar;,"McCall, ID; Donnelly, ID;",Subject Files,Church_Camps,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/475,475
"Cancer, Breast Folder",9/14/1995 - 9/14/1995,9/14/1995,9/14/1995,1995-1995,"2 pages of subject files containing and related to Cancer, Breast","Nash-Huffstodt, Melanie; Harjung, Donna;",,The Star-News;,Cancer;,"McCall, ID;",Subject Files,Cancer_Breast,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/476,476
Climate Folder,1/1/1940 - 3/30/1995,1/1/1940,3/30/1995,1940-1995,6 pages of subject files containing and related to Climate,,Report;,,Drought; Temperatures; Extreme Temperatures;,"McCall, ID;",Subject Files,Climate,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/477,477
Cougar Mountain Lodge Folder,2/6/1995 - 2/6/1995,2/6/1995,2/6/1995,1995-1995,3 pages of subject files containing and related to Cougar Mountain Lodge,,,Idaho Statesman;,Winter Sports; Nordic ski; cross-country skiing; trails,Cougar Mountain;,Subject Files,Cougar_Mountain_Lodge,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/478,478
Coxes Dude Ranch Folder,8/12/1971 - 8/12/1971,8/12/1971,8/12/1971,1971-1971,5 pages of subject files containing and related to Coxes Dude Ranch,,,The Star-News;,Idaho-History; Horseback tours;,"Yellow Pine, ID; Johnson Creek;",Subject Files,Coxes_Dude_Ranch,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/479,479
"Crawford, Idaho Folder",1/1/1907 - 1/1/1978,1/1/1907,1/1/1978,1907-1978,"4 pages of subject files containing and related to Crawford, Idaho","Bean, James T.",Written History;,Idaho Statesman;,Crawford Merchantile Company; Evergreen Road; Inter-Mountain State Bank; Long Valley Creamery Company;,"Crawford, ID;",Subject Files,Crawford_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/480,480
Churches and Monastaries Folder,1/3/1935 - 8/27/2015,1/3/1935,8/27/2015,1935-2015,177 pages of subject files containing and related to Churches and Monastaries,,"Church news articles, pamphlets, and information;",Idaho Statesman; The Long Valley Advocate; The Star-News;,"Church; Religon; Mormons; McCall Ward; Church of the Latter day saints; Community Congregational Church; Nazarene Church; Northwest Mountain Mission, Inc.; Our Lady of the Lake Catholic Church; Our Savior Lutheran Church; St. Andrews by the Lake; St. Gertrude Monastary; Elk Creek Church; shoes; Guatemala; medical &amp; dental services.","McCall, ID; Cottonwood, ID;",Subject Files,Churches_and_Monastaries,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/481,481
Crime Folder,3/7/1966 - 8/8/2013,3/7/1966,8/8/2013,1966-2013,10 pages of subject files containing and related to Crime,,,The Star-News;,Crime rates;,"McCall, ID; Adams County; Valley County;",Subject Files,Crime,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/482,482
Crime: Arson Folder,7/23/1992 - 11/27/2013,7/23/1992,11/27/2013,1992-2013,17 pages of subject files containing and related to Crime: Arson,"Nastoff, James P.; Byars, David; Priddy, Nicholas; Bliss, Cory; Wright, Jeffery; Hazel, Kallen",,The Star-News;,Paddy Flat Subdivision; McCall Tire and Auto; Meadows Valley School; Cascade High School;,"Cascade, ID; McCall, ID; Valley County;",Subject Files,Crime-Arson,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/483,483
Crime: Assault Folder,11/8/1990 - 5/19/2016,11/8/1990,5/19/2016,1990-2016,24 pages of subject files containing and related to Crime: Assault,"Belzeski,Heidi; Skinner, James; Smith, Duane; Bleau, James; Leatham, Edwin Mark; Waller, John; Shaver, Dennis G.; Lawless, Tyler; Buchert, Evan; Grow, Michael; Diener, Duane; Main, Benjamin; Congleton, Jason; Collins, Michael Lynn; Hampton, Codey; Smith, Antesha",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Assault;,"New Meadows, ID; Donnelly, ID; McCall, ID; Tamarack, ID;",Subject Files,Crime-Assault,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/484,484
Crime: Battery Folder,10/26/1994 - 11/10/2011,10/26/1994,11/10/2011,1994-2011,18 pages of subject files containing and related to Crime: Battery,"Kane, Audrea Ann; Manzon, Brendon Lee; Shaver, Dennis; Hussman, Jon; Zimlich, Zachary; Maidwell, Kenneth; Congleton, Jason Robert; Montgomery, Christopher; Baker, Chancey Lee; Smith, Taylor; Goodson, Gary; Neely, Kevin; Lawless, Tyler James",,Idaho Statesman; The Long Valley Advocate; The Star-News;,,"Cascade, ID; McCall, ID; New Meadows, ID;",Subject Files,Crime-Battery,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/485,485
Crime: Bombing Folder,8/1/1996 - 12/15/2011,8/1/1996,12/15/2011,1996-2011,2 pages of subject files containing and related to Crime: Bombing,"O&apos;Malley, Daniel",,The Star-News;,pipe bomb; Rattlesnake campground;,Middle Fork Payette River;,Subject Files,Crime-Bombing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/486,486
Crime: Burglary Folder,2/1/1979 - 10/15/2015,2/1/1979,10/15/2015,1979-2015,34 pages of subject files containing and related to Crime: Burglary,Chief Gary Mills; Chief Ed Parker; Chief Justin Williams;,,Long Valley Advocate; The Star-News;,Boise Cascade; Cascade Police; McCall Police; ATM; Boise Police;,"Cascade, ID; McCall, ID; Tamarack, ID; Valley County;",Subject Files,Crime-Burglary,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/487,487
Crime: DUI Folder,2/13/1985 - 10/17/2013,2/13/1985,10/17/2013,1985-2013,7 pages of subject files containing and related to Crime: DUI,"Schoenhut, James L.; Denny, Craig E.; Randy L. Cox; Vince Johnston; Edward Summers; Rhonda Larsen; Jason Neil Larsen; Nathan Jay Mills",,Long Valley Advocate; The Star-News;,Open container; DUI; Driving under the influence;,"McCall, ID; Valley County;",Subject Files,Crime-DUI,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/488,488
Circle C Ranch Folder,6/20/1947 - 10/7/1993,6/20/1947,10/7/1993,1947-1993,24 pages of subject files containing and related to Circle C Ranch,"Campbell, Albert; Campbell, Grace; Campbell, Charles; Campbell, Caroline; Campbell, Rollie; Campbell, Loyal",Bulletin; Written History;,Idaho Power,Cattle;,"New Meadows, ID;",Subject Files,Circle_C_Ranch,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/489,489
Crime: Firearms Folder,7/5/1987 - 3/20/2014,7/5/1987,3/20/2014,1987-2014,21 pages of subject files containing and related to Crime: Firearms,"Chief Ed Parker; Sheriff Lewis Pratt; Bleau, James; Sgt. Bill McCarthy; Chief Randy Freeman;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Bureau of ATF; Adams County Sheriff;,"Adams County; Cascade, ID; McCall, ID; Valley County;",Subject Files,Crime-Firearms,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/490,490
